"id","R","S","T","U","V","W","G","H","I","J","K","L","A","B","C","D","E","F","don","label"
33,13.1,38.4,76.7,14.9,6.2,15.7,5,5.1,13.1,16.9,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,1508,"21198"
33,14.6,38.4,85.9,15.9,6.2,15.7,4.5,4.7,13.5,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
33,14.6,38.4,98.5,16.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
33,14.6,39.4,84.7,15.9,7.3,15.7,5,5.1,15.1,16.5,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7,0,"sadio"
33,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,483,"21196"
33,14.6,40.5,89.3,15.9,7.3,15.7,5,4.7,14.3,18.1,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1788,"21195"
33,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
33,14.6,40.5,96.2,17.9,7.3,15.7,4.5,4.7,14.3,17.3,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,0,"21201"
33,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
33,16,41.6,91.6,16.9,7.3,15.7,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
34,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
34,13.1,39.4,83.6,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7,483,"21196"
34,14.6,36.2,80.2,15.9,7.3,15.7,5,4.7,12.7,16.9,8.2,4.6,1.9,2.9,9,4.7,7.2,7,1508,"21198"
34,14.6,38.4,98.5,16.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
34,14.6,39.4,85.9,15.9,7.3,15.7,4.5,4.7,13.5,18.1,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
34,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,13.9,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
34,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
34,14.6,40.5,95.1,16.9,7.3,15.7,5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,0,"sadio"
34,14.6,40.5,98.5,17.9,7.3,16.9,5,4.7,14.7,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
34,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
34,16,40.5,92.8,16.9,7.3,15.7,4.5,4.7,13.5,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
35,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
35,13.1,39.4,82.5,15.9,6.2,15.7,5,4.7,13.9,17.3,8.2,4.6,1.9,2.9,8.1,4.7,7.2,7,483,"21196"
35,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
35,14.6,38.4,98.5,16.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
35,14.6,39.4,82.5,15.9,6.2,15.7,5,4.7,15.5,17.7,8.2,4.6,1.9,2.9,8.1,5.6,6.4,7,1788,"21195"
35,14.6,39.4,85.9,15.9,7.3,15.7,4.5,4.7,13.5,18.1,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
35,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
35,14.6,40.5,95.1,16.9,7.3,15.7,5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,9,4.7,7.2,7.7,0,"sadio"
35,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,15.1,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
35,14.6,41.6,97.3,17.9,7.3,16.9,5,5.1,15.1,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
35,16,40.5,93.9,16.9,7.3,15.7,4.5,4.7,13.5,16.5,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
36,13.1,37.3,81.3,15.9,6.2,14.5,4.5,4.7,13.9,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
36,13.1,39.4,88.2,15.9,7.3,15.7,4.5,4.7,13.1,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
36,14.6,38.4,82.5,15.9,6.2,15.7,5,4.7,13.5,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
36,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
36,14.6,38.4,99.6,17.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
36,14.6,39.4,84.7,15.9,7.3,15.7,5,4.7,13.1,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"sadio"
36,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,15.5,17.7,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
36,14.6,39.4,90.5,16.9,7.3,15.7,5,5.1,14.7,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
36,14.6,39.4,91.6,16.9,7.3,16.9,4.5,4.7,13.9,18.9,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,0,"21201"
36,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
36,16,40.5,85.9,16.9,7.3,15.7,5,5.1,15.9,16.5,8.8,4.6,1.9,3.9,8.1,5.6,7.9,7.7,2009,"21199"
37,13.1,37.3,87,15.9,7.3,15.7,4.5,4.7,12.7,17.3,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
37,13.1,38.4,87,15.9,6.2,15.7,4.5,4.7,13.5,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
37,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
37,14.6,38.4,89.3,15.9,7.3,15.7,4.5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
37,14.6,38.4,97.3,16.9,7.3,15.7,4.5,4.7,14.7,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
37,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
37,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,15.5,17.7,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
37,14.6,40.5,87,15.9,7.3,16.9,4.5,4.7,14.3,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
37,14.6,40.5,87,16.9,7.3,16.9,5,5.1,15.9,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.9,7.7,2009,"21199"
37,14.6,40.5,92.8,16.9,7.3,15.7,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
37,16,38.4,87,15.9,7.3,15.7,5,5.1,15.5,18.1,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,0,"sadio"
38,13.1,37.3,92.8,15.9,6.2,15.7,4.5,4.2,13.5,16.5,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
38,14.6,37.3,87,15.9,6.2,15.7,4.5,4.2,13.1,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
38,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
38,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
38,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
38,14.6,40.5,87,16.9,7.3,16.9,5.5,5.1,15.9,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.9,7.7,2009,"21199"
38,14.6,40.5,89.3,15.9,7.3,15.7,4.5,4.7,13.9,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
38,14.6,40.5,90.5,16.9,7.3,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
38,14.6,40.5,92.8,16.9,7.3,15.7,5,4.7,14.7,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
38,14.6,40.5,98.5,17.9,7.3,15.7,5,4.7,14.3,18.1,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
38,16,37.3,93.9,16.9,6.2,15.7,4.5,4.7,15.5,17.3,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"sadio"
39,13.1,37.3,80.2,14.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
39,14.6,37.3,88.2,15.9,6.2,15.7,4.5,4.7,13.5,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
39,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
39,14.6,39.4,84.7,15.9,7.3,15.7,4.5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
39,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
39,14.6,39.4,90.5,15.9,7.3,15.7,4.5,4.7,13.1,16.9,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,2009,"21199"
39,14.6,39.4,93.9,16.9,7.3,15.7,4.5,4.7,13.9,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
39,14.6,39.4,93.9,16.9,7.3,16.9,4.5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
39,14.6,39.4,95.1,16.9,7.3,15.7,4.5,4.7,13.5,17.7,8.8,4.6,1.9,3.9,9,5.6,7.2,7,1943,"21200"
39,14.6,40.5,88.2,15.9,7.3,15.7,4.5,4.7,15.5,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"sadio"
39,14.6,40.5,92.8,16.9,7.3,15.7,5,4.7,14.7,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
40,14.6,36.2,97.3,15.9,6.2,14.5,4,4.2,13.5,15.7,7.6,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
40,14.6,37.3,88.2,15.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
40,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
40,14.6,39.4,84.7,15.9,7.3,15.7,4.5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
40,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
40,14.6,39.4,87,15.9,6.2,15.7,5,4.7,13.9,16.5,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,2009,"21199"
40,14.6,39.4,93.9,16.9,7.3,16.9,4.5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
40,14.6,39.4,93.9,17.9,7.3,15.7,4.5,4.7,13.9,18.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,0,"21202"
40,14.6,40.5,89.3,16.9,7.3,15.7,4.5,4.7,14.7,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
40,16,39.4,98.5,16.9,7.3,15.7,4.5,4.2,13.1,17.3,8.2,4.6,1.9,3.9,9,5.6,7.2,7.7,0,"sadio"
40,16,40.5,98.5,16.9,7.3,16.9,5,4.7,13.5,18.1,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1943,"21200"
41,14.6,37.3,88.2,15.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
41,14.6,37.3,89.3,15.9,7.3,15.7,5,4.7,14.7,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
41,14.6,38.4,79,14.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7,483,"21196"
41,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
41,14.6,39.4,93.9,16.9,7.3,15.7,4.5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
41,14.6,39.4,98.5,17.9,7.3,16.9,5,4.7,13.5,18.5,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
41,14.6,40.5,83.6,15.9,7.3,15.7,5,5.1,15.1,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
41,14.6,40.5,91.6,15.9,7.3,15.7,4.5,4.7,14.7,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1788,"21195"
41,14.6,40.5,93.9,16.9,7.3,16.9,5,4.7,13.9,18.5,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1943,"21200"
41,14.6,41.6,91.6,16.9,7.3,15.7,5,4.7,14.3,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
41,16,40.5,98.5,16.9,7.3,15.7,4.5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,9,5.6,7.2,8.4,0,"sadio"
42,13.1,38.4,95.1,16.9,7.3,15.7,4.5,4.2,13.1,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
42,14.6,37.3,88.2,15.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
42,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
42,14.6,38.4,85.9,15.9,6.2,15.7,5,4.7,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
42,14.6,38.4,89.3,15.9,7.3,15.7,5,4.7,14.3,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
42,14.6,39.4,87,15.9,7.3,15.7,4.5,4.7,14.7,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
42,14.6,39.4,99.6,17.9,7.3,16.9,5,4.7,14.3,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
42,14.6,40.5,90.5,16.9,7.3,15.7,4.5,4.7,13.9,16.9,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
42,14.6,40.5,93.9,16.9,7.3,15.7,5,4.7,15.1,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
42,14.6,40.5,93.9,16.9,7.3,16.9,5,4.7,13.9,18.5,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1943,"21200"
42,16,40.5,98.5,16.9,7.3,15.7,4.5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,9,5.6,7.2,8.4,0,"sadio"
43,14.6,37.3,88.2,15.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
43,14.6,37.3,89.3,15.9,6.2,15.7,4.5,4.2,13.5,16.9,7.6,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
43,14.6,38.4,88.2,15.9,6.2,15.7,4.5,4.7,13.9,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,1788,"21195"
43,14.6,38.4,88.2,15.9,7.3,15.7,5,4.7,13.1,17.7,8.8,4.6,1.9,2.9,8.1,4.7,7.2,7.7,1508,"21198"
43,14.6,39.4,85.9,15.9,7.3,15.7,5,4.7,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
43,14.6,39.4,92.8,16.9,7.3,15.7,4.5,4.2,13.5,18.5,8.2,4.6,1.9,3.9,8.1,5.6,6.4,7,0,"21201"
43,14.6,39.4,92.8,16.9,7.3,15.7,5,4.7,14.7,17.3,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
43,14.6,39.4,98.5,17.9,7.3,16.9,5,4.7,14.3,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
43,14.6,40.5,93.9,16.9,7.3,15.7,5,4.7,15.1,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
43,14.6,40.5,93.9,16.9,7.3,16.9,5,4.7,13.9,18.5,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1943,"21200"
43,16,40.5,97.3,16.9,7.3,15.7,4.5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,9,5.6,7.2,8.4,0,"sadio"
44,13.1,36.2,88.2,15.9,6.2,14.5,4.5,4.2,12.7,16.9,7.6,4.6,1.9,2.9,7.2,4.7,5.6,6.3,799,"21210"
44,14.6,37.3,88.2,15.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
44,14.6,37.3,88.2,15.9,7.3,15.7,4.5,4.7,13.5,16.9,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
44,14.6,37.3,96.2,16.9,7.3,15.7,4.5,4.2,13.9,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
44,14.6,38.4,88.2,15.9,6.2,15.7,4.5,4.7,13.9,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,1788,"21195"
44,14.6,38.4,96.2,16.9,7.3,16.9,4.5,4.7,14.3,18.1,8.2,4.6,1.9,3.9,7.2,4.7,6.4,7,0,"21201"
44,14.6,39.4,85.9,15.9,7.3,15.7,5,4.7,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
44,14.6,39.4,88.2,15.9,7.3,15.7,4.5,4.7,13.9,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
44,14.6,39.4,92.8,16.9,7.3,15.7,5,4.7,14.7,17.3,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
44,14.6,40.5,93.9,16.9,7.3,16.9,5,4.7,13.9,18.5,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1943,"21200"
44,14.6,40.5,95.1,16.9,7.3,15.7,4.5,4.7,13.5,18.1,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
45,13.1,37.3,84.7,15.9,6.2,14.5,4.5,4.2,13.5,16.5,7.6,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
45,13.1,37.3,85.9,15.9,6.2,15.7,4.5,4.2,13.5,16.5,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
45,14.6,38.4,90.5,16.9,7.3,15.7,5.5,5.1,14.7,17.7,8.2,4.6,1.9,3.9,9,4.7,7.2,7.7,1508,"21198"
45,14.6,38.4,97.3,16.9,7.3,15.7,4.5,4.2,13.9,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
45,14.6,38.4,98.5,17.9,7.3,16.9,4.5,4.7,14.7,18.1,8.2,4.6,1.9,3.9,7.2,4.7,6.4,7.7,0,"21201"
45,14.6,39.4,82.5,15.9,7.3,15.7,5.5,5.6,16.7,17.7,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7,2009,"21199"
45,14.6,39.4,85.9,15.9,7.3,15.7,5,4.7,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
45,14.6,39.4,88.2,15.9,6.2,15.7,4.5,4.7,13.9,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,1788,"21195"
45,14.6,39.4,92.8,15.9,7.3,15.7,4.5,4.7,14.7,16.9,8.2,4.6,1.9,3.9,9,5.6,7.2,7.7,0,"sadio"
45,14.6,39.4,92.8,16.9,7.3,15.7,5,4.7,14.7,17.3,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
45,14.6,40.5,93.9,16.9,7.3,16.9,4.5,4.7,13.9,18.1,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1943,"21200"
46,13.1,37.3,81.3,15.9,6.2,15.7,4.5,4.2,13.1,16.9,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
46,13.1,37.3,85.9,15.9,6.2,15.7,4.5,4.2,12.7,16.9,7.6,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
46,14.6,38.4,82.5,15.9,6.2,15.7,4.5,4.7,15.1,16.5,8.2,4.6,1.9,3.9,8.1,5.6,6.4,7,0,"sadio"
46,14.6,38.4,87,15.9,7.3,15.7,5,4.7,15.5,17.3,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
46,14.6,38.4,90.5,16.9,7.3,15.7,5.5,5.1,14.7,17.7,8.2,4.6,1.9,3.9,9,4.7,7.2,7.7,1508,"21198"
46,14.6,39.4,82.5,15.9,7.3,15.7,5,4.7,14.7,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,1788,"21195"
46,14.6,39.4,85.9,15.9,7.3,15.7,5,4.7,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
46,14.6,39.4,93.9,16.9,7.3,15.7,5,4.7,14.7,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
46,14.6,40.5,91.6,16.9,7.3,16.9,5,4.7,13.5,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
46,14.6,40.5,98.5,16.9,7.3,16.9,5,4.7,14.7,18.9,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7,0,"21202"
46,16,40.5,96.2,16.9,7.3,16.9,5,4.7,14.7,18.9,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"21201"
47,13.1,36.2,82.5,14.9,6.2,15.7,4.5,4.2,13.1,16.5,7.6,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
47,13.1,37.3,84.7,15.9,6.2,14.5,4.5,4.2,13.9,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
47,14.6,38.4,90.5,16.9,7.3,15.7,5.5,5.1,14.7,17.7,8.2,4.6,1.9,3.9,9,4.7,7.2,7.7,1508,"21198"
47,14.6,38.4,91.6,16.9,7.3,15.7,4.5,4.7,15.1,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
47,14.6,39.4,84.7,15.9,7.3,15.7,5,5.1,15.9,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
47,14.6,39.4,87,15.9,7.3,15.7,5,4.7,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,483,"21196"
47,14.6,39.4,89.3,15.9,6.2,15.7,5,5.1,15.5,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
47,14.6,39.4,91.6,16.9,7.3,15.7,5,5.1,15.1,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
47,14.6,40.5,91.6,16.9,7.3,16.9,5,4.7,13.9,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
47,14.6,40.5,99.6,17.9,7.3,16.9,5,4.7,13.9,18.9,8.8,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
47,16,40.5,96.2,16.9,7.3,16.9,5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"21201"
48,13.1,36.2,80.2,14.9,6.2,15.7,4.5,4.2,11.5,16.9,7.6,4.6,1.9,2.9,8.1,4.7,6.4,6.3,307,"21227"
48,13.1,37.3,87,15.9,6.2,15.7,4.5,4.2,13.9,16.9,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
48,14.6,37.3,85.9,15.9,6.2,15.7,5,4.7,13.9,16.9,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
48,14.6,38.4,82.5,14.9,6.2,15.7,5,5.1,14.3,17.3,8.2,4.6,1.9,2.9,8.1,5.6,7.2,7.7,2113,"21197"
48,14.6,38.4,90.5,15.9,7.3,15.7,5.5,5.1,14.7,17.7,8.2,4.6,1.9,3.9,9,4.7,7.2,7.7,1508,"21198"
48,14.6,38.4,91.6,16.9,7.3,15.7,4.5,4.7,15.1,16.9,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
48,14.6,39.4,85.9,15.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
48,14.6,39.4,89.3,15.9,7.3,15.7,5,5.1,15.5,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,2009,"21199"
48,14.6,39.4,89.3,16.9,7.3,16.9,5,4.7,14.3,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
48,14.6,39.4,95.1,16.9,7.3,15.7,4.5,4.2,13.9,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
48,14.6,40.5,85.9,15.9,7.3,15.7,5,5.1,13.9,18.5,8.8,4.6,1.9,2.9,9,5.6,7.2,7,0,"21201"
49,13.1,37.3,83.6,15.9,6.2,15.7,4.5,4.2,13.1,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
